# Fake data generated by fakedata.py
# Time	x1	x2	x3	x4	x5
53.0	-1.052	-0.742	-2.176	-2.059	-1.874
53.1	-1.044	-0.625	-2.036	-2.032	-1.782
53.2	-1.034	-0.505	-1.886	-1.997	-1.680
53.3	-1.019	-0.384	-1.730	-1.955	-1.569
53.4	-1.002	-0.265	-1.568	-1.907	-1.450
53.5	-0.981	-0.149	-1.403	-1.852	-1.326
53.6	-0.958	-0.038	-1.239	-1.793	-1.196
53.7	-0.933	0.066	-1.076	-1.729	-1.063
53.8	-0.906	0.161	-0.917	-1.661	-0.927
53.9	-0.877	0.245	-0.763	-1.591	-0.790
54.0	-0.847	0.318	-0.617	-1.518	-0.653
54.1	-0.816	0.378	-0.481	-1.444	-0.517
54.2	-0.784	0.423	-0.354	-1.369	-0.382
54.3	-0.752	0.454	-0.239	-1.294	-0.251
54.4	-0.720	0.470	-0.136	-1.220	-0.123
54.5	-0.687	0.471	-0.047	-1.146	0.000
54.6	-0.655	0.457	0.030	-1.074	0.119
54.7	-0.624	0.428	0.093	-1.004	0.231
54.8	-0.593	0.385	0.143	-0.936	0.337
54.9	-0.563	0.328	0.181	-0.871	0.437
55.0	-0.535	0.260	0.206	-0.808	0.529
55.1	-0.507	0.180	0.220	-0.749	0.615
55.2	-0.481	0.092	0.223	-0.693	0.693
55.3	-0.457	-0.005	0.217	-0.641	0.764
55.4	-0.434	-0.107	0.202	-0.593	0.827
55.5	-0.414	-0.214	0.181	-0.548	0.884
55.6	-0.395	-0.322	0.155	-0.507	0.933
55.7	-0.378	-0.431	0.124	-0.470	0.976
55.8	-0.364	-0.538	0.091	-0.437	1.011
55.9	-0.352	-0.641	0.056	-0.407	1.041
56.0	-0.342	-0.739	0.022	-0.382	1.063
56.1	-0.335	-0.829	-0.011	-0.360	1.080
56.2	-0.331	-0.911	-0.042	-0.343	1.091
56.3	-0.329	-0.982	-0.069	-0.329	1.097
56.4	-0.330	-1.042	-0.092	-0.319	1.097
56.5	-0.334	-1.088	-0.110	-0.313	1.092
56.6	-0.341	-1.122	-0.123	-0.311	1.081
56.7	-0.352	-1.141	-0.130	-0.313	1.066
56.8	-0.365	-1.146	-0.131	-0.318	1.046
56.9	-0.381	-1.136	-0.127	-0.328	1.021
57.0	-0.400	-1.112	-0.117	-0.341	0.991
57.1	-0.423	-1.074	-0.102	-0.358	0.957
57.2	-0.449	-1.023	-0.083	-0.380	0.918
57.3	-0.478	-0.960	-0.060	-0.405	0.874
57.4	-0.510	-0.885	-0.035	-0.434	0.826
57.5	-0.545	-0.800	-0.009	-0.467	0.773
57.6	-0.583	-0.708	0.018	-0.505	0.715
57.7	-0.623	-0.608	0.044	-0.546	0.652
57.8	-0.667	-0.504	0.067	-0.590	0.584
57.9	-0.712	-0.396	0.087	-0.639	0.512
58.0	-0.760	-0.287	0.103	-0.691	0.434
58.1	-0.810	-0.179	0.112	-0.746	0.353
58.2	-0.861	-0.074	0.113	-0.805	0.266
58.3	-0.913	0.027	0.107	-0.866	0.176
58.4	-0.967	0.122	0.091	-0.929	0.082
58.5	-1.021	0.208	0.066	-0.995	-0.016
58.6	-1.075	0.285	0.030	-1.062	-0.117
58.7	-1.129	0.352	-0.017	-1.130	-0.220
58.8	-1.181	0.406	-0.075	-1.198	-0.326
58.9	-1.233	0.447	-0.144	-1.267	-0.433
59.0	-1.283	0.475	-0.224	-1.335	-0.540
59.1	-1.330	0.488	-0.314	-1.401	-0.648
59.2	-1.374	0.487	-0.413	-1.465	-0.754
59.3	-1.415	0.472	-0.521	-1.526	-0.858
59.4	-1.452	0.443	-0.636	-1.583	-0.960
59.5	-1.484	0.400	-0.757	-1.636	-1.057
59.6	-1.512	0.345	-0.882	-1.683	-1.150
59.7	-1.534	0.279	-1.009	-1.724	-1.236
59.8	-1.550	0.202	-1.137	-1.758	-1.315
59.9	-1.559	0.117	-1.263	-1.785	-1.387
60.0	-1.562	0.024	-1.385	-1.803	-1.449
60.1	-1.558	-0.074	-1.502	-1.811	-1.501
60.2	-1.546	-0.175	-1.610	-1.810	-1.542
60.3	-1.526	-0.278	-1.709	-1.799	-1.571
60.4	-1.499	-0.379	-1.795	-1.776	-1.587
60.5	-1.463	-0.478	-1.867	-1.743	-1.590
60.6	-1.419	-0.573	-1.923	-1.698	-1.580
60.7	-1.368	-0.660	-1.961	-1.641	-1.555
60.8	-1.308	-0.738	-1.980	-1.572	-1.515
60.9	-1.239	-0.807	-1.978	-1.491	-1.461
61.0	-1.164	-0.862	-1.954	-1.398	-1.392
61.1	-1.080	-0.905	-1.909	-1.294	-1.309
61.2	-0.990	-0.932	-1.840	-1.179	-1.211
61.3	-0.892	-0.943	-1.748	-1.053	-1.100
61.4	-0.789	-0.938	-1.634	-0.916	-0.976
61.5	-0.679	-0.916	-1.497	-0.771	-0.840
61.6	-0.564	-0.876	-1.339	-0.617	-0.692
61.7	-0.445	-0.819	-1.161	-0.455	-0.534
61.8	-0.321	-0.745	-0.963	-0.287	-0.368
61.9	-0.195	-0.655	-0.749	-0.113	-0.194
62.0	-0.065	-0.549	-0.519	0.065	-0.013
62.1	0.066	-0.429	-0.277	0.246	0.171
62.2	0.198	-0.296	-0.024	0.428	0.359
62.3	0.330	-0.151	0.236	0.611	0.547
62.4	0.462	0.003	0.501	0.793	0.735
62.5	0.592	0.165	0.768	0.973	0.920
62.6	0.720	0.332	1.034	1.149	1.101
62.7	0.845	0.503	1.296	1.320	1.277
62.8	0.966	0.674	1.551	1.484	1.444
62.9	1.083	0.845	1.795	1.641	1.602
63.0	1.194	1.012	2.026	1.789	1.749
63.1	1.300	1.173	2.242	1.926	1.884
63.2	1.400	1.327	2.439	2.053	2.005
63.3	1.493	1.470	2.615	2.168	2.112
63.4	1.579	1.602	2.769	2.270	2.202
63.5	1.657	1.720	2.898	2.358	2.275
63.6	1.727	1.823	3.000	2.432	2.331
63.7	1.789	1.910	3.075	2.492	2.369
63.8	1.843	1.979	3.122	2.537	2.388
63.9	1.888	2.030	3.141	2.568	2.389
64.0	1.924	2.063	3.130	2.583	2.371
64.1	1.952	2.076	3.091	2.584	2.335
64.2	1.972	2.071	3.024	2.570	2.282
64.3	1.983	2.047	2.930	2.542	2.211
64.4	1.986	2.006	2.811	2.500	2.124
64.5	1.982	1.947	2.668	2.446	2.022
64.6	1.970	1.873	2.502	2.380	1.906
64.7	1.951	1.785	2.317	2.303	1.777
64.8	1.926	1.684	2.115	2.216	1.636
64.9	1.894	1.573	1.898	2.119	1.485
65.0	1.857	1.452	1.670	2.015	1.327
65.1	1.815	1.325	1.433	1.904	1.161
65.2	1.768	1.193	1.190	1.788	0.991
65.3	1.717	1.059	0.944	1.667	0.818
65.4	1.663	0.925	0.700	1.544	0.643
65.5	1.606	0.793	0.458	1.419	0.468
65.6	1.547	0.666	0.224	1.294	0.296
65.7	1.486	0.544	-0.002	1.169	0.127
65.8	1.424	0.432	-0.215	1.047	-0.036
65.9	1.362	0.329	-0.414	0.927	-0.193
66.0	1.299	0.239	-0.596	0.812	-0.342
66.1	1.237	0.161	-0.759	0.702	-0.481
66.2	1.176	0.098	-0.903	0.598	-0.610
66.3	1.116	0.051	-1.024	0.501	-0.727
66.4	1.058	0.019	-1.123	0.411	-0.832
66.5	1.001	0.004	-1.198	0.329	-0.924
66.6	0.947	0.005	-1.249	0.256	-1.003
66.7	0.896	0.022	-1.277	0.192	-1.068
66.8	0.848	0.056	-1.281	0.137	-1.120
66.9	0.802	0.104	-1.262	0.091	-1.157
67.0	0.760	0.166	-1.222	0.055	-1.181
67.1	0.721	0.242	-1.161	0.028	-1.191
67.2	0.686	0.328	-1.080	0.010	-1.188
67.3	0.654	0.425	-0.982	0.001	-1.173
67.4	0.626	0.529	-0.868	0.001	-1.146
67.5	0.601	0.640	-0.741	0.009	-1.108
67.6	0.579	0.754	-0.602	0.024	-1.060
67.7	0.562	0.871	-0.455	0.047	-1.003
67.8	0.547	0.987	-0.301	0.076	-0.937
67.9	0.536	1.101	-0.142	0.111	-0.864
68.0	0.528	1.210	0.018	0.152	-0.785
68.1	0.523	1.313	0.178	0.197	-0.701
68.2	0.521	1.408	0.336	0.246	-0.613
68.3	0.522	1.493	0.489	0.299	-0.521
68.4	0.526	1.566	0.635	0.354	-0.428
68.5	0.532	1.626	0.773	0.411	-0.333
68.6	0.541	1.672	0.901	0.470	-0.238
68.7	0.552	1.703	1.018	0.529	-0.144
68.8	0.565	1.718	1.122	0.589	-0.051
68.9	0.580	1.718	1.213	0.648	0.040
69.0	0.596	1.700	1.291	0.707	0.128
69.1	0.614	1.667	1.355	0.765	0.214
69.2	0.634	1.618	1.404	0.820	0.295
69.3	0.655	1.554	1.440	0.874	0.373
69.4	0.677	1.476	1.462	0.926	0.447
69.5	0.700	1.384	1.471	0.976	0.517
69.6	0.723	1.281	1.468	1.022	0.582
69.7	0.747	1.168	1.455	1.066	0.642
69.8	0.772	1.047	1.431	1.107	0.699
69.9	0.796	0.918	1.399	1.145	0.751
70.0	0.820	0.785	1.360	1.179	0.798
70.1	0.844	0.649	1.315	1.211	0.842
70.2	0.867	0.513	1.267	1.239	0.882
70.3	0.890	0.378	1.215	1.263	0.918
70.4	0.911	0.246	1.162	1.285	0.951
70.5	0.931	0.119	1.110	1.303	0.980
70.6	0.950	-0.000	1.059	1.317	1.006
70.7	0.966	-0.111	1.011	1.329	1.029
70.8	0.980	-0.212	0.967	1.336	1.049
70.9	0.992	-0.301	0.927	1.341	1.066
71.0	1.001	-0.378	0.893	1.341	1.081
71.1	1.007	-0.441	0.865	1.338	1.092
71.2	1.010	-0.491	0.843	1.332	1.101
71.3	1.009	-0.525	0.828	1.321	1.107
71.4	1.004	-0.546	0.819	1.307	1.110
71.5	0.996	-0.551	0.816	1.289	1.110
71.6	0.983	-0.543	0.819	1.266	1.106
71.7	0.965	-0.521	0.828	1.240	1.099
71.8	0.943	-0.487	0.840	1.209	1.087
71.9	0.916	-0.441	0.856	1.173	1.072
72.0	0.884	-0.386	0.874	1.133	1.052
72.1	0.847	-0.321	0.892	1.088	1.027
72.2	0.804	-0.250	0.911	1.039	0.997
72.3	0.757	-0.174	0.928	0.984	0.962
72.4	0.705	-0.094	0.942	0.925	0.921
72.5	0.647	-0.013	0.951	0.862	0.874
72.6	0.585	0.068	0.955	0.793	0.821
72.7	0.518	0.146	0.951	0.720	0.762
72.8	0.447	0.220	0.940	0.643	0.697
72.9	0.372	0.288	0.919	0.561	0.626
73.0	0.292	0.348	0.888	0.476	0.549
73.1	0.210	0.398	0.847	0.387	0.466
73.2	0.124	0.438	0.794	0.296	0.377
73.3	0.035	0.465	0.729	0.201	0.284
73.4	-0.055	0.480	0.653	0.104	0.185
73.5	-0.147	0.481	0.565	0.006	0.082
73.6	-0.241	0.468	0.466	-0.093	-0.024
73.7	-0.334	0.440	0.356	-0.192	-0.133
73.8	-0.428	0.398	0.236	-0.290	-0.244
73.9	-0.520	0.342	0.108	-0.388	-0.356
74.0	-0.612	0.272	-0.028	-0.483	-0.468
74.1	-0.701	0.189	-0.169	-0.576	-0.580
74.2	-0.787	0.095	-0.316	-0.665	-0.690
74.3	-0.870	-0.011	-0.464	-0.749	-0.797
74.4	-0.949	-0.125	-0.613	-0.828	-0.900
74.5	-1.024	-0.247	-0.761	-0.901	-0.998
74.6	-1.093	-0.374	-0.905	-0.968	-1.089
74.7	-1.157	-0.505	-1.044	-1.027	-1.174
74.8	-1.214	-0.638	-1.175	-1.077	-1.251
74.9	-1.265	-0.771	-1.296	-1.119	-1.318
75.0	-1.309	-0.902	-1.405	-1.152	-1.376
75.1	-1.346	-1.028	-1.501	-1.175	-1.423
75.2	-1.375	-1.147	-1.582	-1.188	-1.459
75.3	-1.396	-1.259	-1.645	-1.190	-1.482
75.4	-1.409	-1.360	-1.690	-1.182	-1.494
75.5	-1.414	-1.450	-1.716	-1.163	-1.493
75.6	-1.411	-1.526	-1.722	-1.134	-1.479
75.7	-1.400	-1.588	-1.707	-1.094	-1.453
75.8	-1.382	-1.635	-1.671	-1.044	-1.413
75.9	-1.355	-1.665	-1.615	-0.984	-1.362
76.0	-1.321	-1.678	-1.537	-0.915	-1.298
76.1	-1.280	-1.674	-1.439	-0.838	-1.224
76.2	-1.232	-1.652	-1.322	-0.752	-1.138
76.3	-1.177	-1.614	-1.188	-0.659	-1.043
76.4	-1.117	-1.560	-1.036	-0.559	-0.939
76.5	-1.051	-1.489	-0.871	-0.454	-0.828
76.6	-0.981	-1.405	-0.692	-0.345	-0.709
76.7	-0.906	-1.307	-0.503	-0.232	-0.586
76.8	-0.828	-1.197	-0.306	-0.117	-0.459
76.9	-0.746	-1.077	-0.104	-0.000	-0.329
77.0	-0.663	-0.949	0.101	0.116	-0.198
77.1	-0.578	-0.815	0.306	0.231	-0.068
77.2	-0.492	-0.677	0.509	0.344	0.061
77.3	-0.405	-0.537	0.706	0.454	0.186
77.4	-0.319	-0.397	0.895	0.559	0.307
77.5	-0.234	-0.260	1.073	0.659	0.422
77.6	-0.150	-0.127	1.238	0.752	0.529
77.7	-0.069	-0.001	1.387	0.838	0.628
77.8	0.010	0.116	1.518	0.915	0.717
77.9	0.085	0.223	1.630	0.984	0.796
78.0	0.157	0.317	1.721	1.044	0.864
78.1	0.225	0.398	1.789	1.093	0.920
78.2	0.288	0.464	1.833	1.132	0.964
78.3	0.347	0.515	1.853	1.160	0.994
78.4	0.400	0.548	1.849	1.177	1.012
78.5	0.449	0.565	1.819	1.183	1.017
78.6	0.492	0.565	1.766	1.179	1.009
78.7	0.529	0.548	1.688	1.164	0.988
78.8	0.562	0.514	1.588	1.138	0.955
78.9	0.588	0.464	1.466	1.103	0.910
79.0	0.610	0.399	1.325	1.059	0.855
79.1	0.625	0.320	1.165	1.005	0.789
79.2	0.636	0.229	0.990	0.944	0.715
79.3	0.642	0.127	0.801	0.875	0.632
79.4	0.642	0.016	0.601	0.800	0.542
79.5	0.638	-0.102	0.393	0.719	0.447
79.6	0.630	-0.225	0.179	0.634	0.347
79.7	0.618	-0.351	-0.038	0.545	0.244
79.8	0.601	-0.477	-0.254	0.453	0.139
79.9	0.581	-0.603	-0.468	0.359	0.034
80.0	0.558	-0.724	-0.676	0.265	-0.071
80.1	0.532	-0.840	-0.876	0.171	-0.174
80.2	0.503	-0.948	-1.065	0.078	-0.275
80.3	0.472	-1.047	-1.242	-0.014	-0.371
80.4	0.439	-1.134	-1.403	-0.103	-0.461
80.5	0.404	-1.208	-1.547	-0.188	-0.546
80.6	0.368	-1.268	-1.672	-0.269	-0.625
80.7	0.330	-1.313	-1.778	-0.346	-0.696
80.8	0.291	-1.342	-1.862	-0.418	-0.758
80.9	0.252	-1.354	-1.926	-0.485	-0.813
81.0	0.211	-1.350	-1.967	-0.545	-0.859
81.1	0.171	-1.328	-1.987	-0.600	-0.896
81.2	0.130	-1.290	-1.985	-0.649	-0.924
81.3	0.089	-1.236	-1.962	-0.692	-0.944
81.4	0.048	-1.167	-1.919	-0.728	-0.955
81.5	0.006	-1.084	-1.857	-0.759	-0.959
81.6	-0.034	-0.988	-1.779	-0.785	-0.954
81.7	-0.075	-0.881	-1.684	-0.804	-0.943
81.8	-0.115	-0.765	-1.576	-0.819	-0.925
81.9	-0.155	-0.641	-1.456	-0.829	-0.902
82.0	-0.194	-0.511	-1.327	-0.835	-0.874
82.1	-0.232	-0.378	-1.191	-0.838	-0.842
82.2	-0.270	-0.244	-1.050	-0.837	-0.806
82.3	-0.308	-0.110	-0.908	-0.834	-0.769
82.4	-0.344	0.020	-0.765	-0.829	-0.730
82.5	-0.380	0.146	-0.625	-0.822	-0.690
82.6	-0.414	0.264	-0.489	-0.814	-0.650
82.7	-0.448	0.373	-0.360	-0.805	-0.612
82.8	-0.481	0.471	-0.240	-0.797	-0.575
82.9	-0.512	0.557	-0.131	-0.789	-0.540
83.0	-0.542	0.630	-0.034	-0.782	-0.508
83.1	-0.571	0.687	0.050	-0.776	-0.479
83.2	-0.598	0.728	0.119	-0.771	-0.454
83.3	-0.624	0.754	0.173	-0.768	-0.433
83.4	-0.648	0.762	0.212	-0.767	-0.416
83.5	-0.670	0.753	0.234	-0.768	-0.403
83.6	-0.690	0.728	0.241	-0.771	-0.394
83.7	-0.708	0.686	0.231	-0.777	-0.389
83.8	-0.724	0.629	0.207	-0.784	-0.388
83.9	-0.737	0.557	0.169	-0.793	-0.390
84.0	-0.748	0.472	0.117	-0.804	-0.395
84.1	-0.757	0.375	0.054	-0.817	-0.403
84.2	-0.763	0.268	-0.019	-0.831	-0.413
84.3	-0.766	0.153	-0.101	-0.846	-0.425
84.4	-0.767	0.030	-0.190	-0.862	-0.437
84.5	-0.765	-0.096	-0.285	-0.879	-0.449
84.6	-0.760	-0.226	-0.382	-0.896	-0.462
84.7	-0.753	-0.355	-0.480	-0.912	-0.473
84.8	-0.743	-0.483	-0.578	-0.929	-0.482
84.9	-0.731	-0.607	-0.673	-0.945	-0.490
85.0	-0.717	-0.726	-0.764	-0.959	-0.494
85.1	-0.700	-0.836	-0.849	-0.973	-0.496
85.2	-0.682	-0.937	-0.927	-0.985	-0.493
85.3	-0.662	-1.027	-0.995	-0.996	-0.487
85.4	-0.640	-1.105	-1.053	-1.005	-0.476
85.5	-0.617	-1.169	-1.101	-1.013	-0.461
85.6	-0.593	-1.219	-1.136	-1.018	-0.441
85.7	-0.569	-1.253	-1.159	-1.022	-0.417
85.8	-0.544	-1.272	-1.170	-1.024	-0.388
85.9	-0.519	-1.275	-1.168	-1.024	-0.355
86.0	-0.495	-1.263	-1.153	-1.023	-0.317
86.1	-0.472	-1.235	-1.127	-1.020	-0.276
86.2	-0.449	-1.193	-1.089	-1.016	-0.232
86.3	-0.429	-1.137	-1.041	-1.012	-0.185
86.4	-0.410	-1.068	-0.984	-1.006	-0.135
86.5	-0.393	-0.988	-0.919	-1.001	-0.084
86.6	-0.379	-0.898	-0.848	-0.995	-0.033
86.7	-0.367	-0.800	-0.771	-0.990	0.019
86.8	-0.359	-0.696	-0.691	-0.985	0.071
86.9	-0.354	-0.587	-0.610	-0.982	0.121
87.0	-0.353	-0.476	-0.529	-0.979	0.169
87.1	-0.355	-0.365	-0.449	-0.979	0.214
87.2	-0.361	-0.255	-0.373	-0.980	0.256
87.3	-0.371	-0.149	-0.302	-0.983	0.293
87.4	-0.385	-0.048	-0.238	-0.989	0.326
87.5	-0.403	0.046	-0.181	-0.997	0.354
87.6	-0.425	0.130	-0.134	-1.007	0.376
87.7	-0.451	0.204	-0.097	-1.021	0.392
87.8	-0.481	0.267	-0.072	-1.036	0.402
87.9	-0.514	0.317	-0.057	-1.055	0.405
88.0	-0.551	0.353	-0.056	-1.075	0.402
88.1	-0.591	0.374	-0.066	-1.098	0.392
88.2	-0.633	0.381	-0.088	-1.123	0.376
88.3	-0.678	0.374	-0.123	-1.149	0.354
88.4	-0.725	0.352	-0.168	-1.177	0.326
88.5	-0.773	0.315	-0.224	-1.206	0.292
88.6	-0.823	0.265	-0.290	-1.235	0.254
88.7	-0.873	0.203	-0.364	-1.264	0.212
88.8	-0.923	0.130	-0.445	-1.293	0.166
88.9	-0.974	0.046	-0.531	-1.320	0.117
89.0	-1.023	-0.046	-0.620	-1.346	0.065
89.1	-1.072	-0.145	-0.712	-1.370	0.013
89.2	-1.119	-0.249	-0.803	-1.392	-0.040
89.3	-1.163	-0.356	-0.893	-1.410	-0.092
89.4	-1.206	-0.464	-0.979	-1.425	-0.144
89.5	-1.245	-0.571	-1.059	-1.435	-0.193
89.6	-1.281	-0.675	-1.132	-1.442	-0.240
89.7	-1.313	-0.773	-1.196	-1.443	-0.283
89.8	-1.341	-0.865	-1.249	-1.439	-0.322
89.9	-1.365	-0.949	-1.290	-1.429	-0.356
90.0	-1.384	-1.022	-1.318	-1.414	-0.385
90.1	-1.398	-1.083	-1.332	-1.393	-0.409
90.2	-1.408	-1.131	-1.331	-1.366	-0.426
90.3	-1.412	-1.165	-1.314	-1.333	-0.437
90.4	-1.412	-1.184	-1.282	-1.294	-0.441
90.5	-1.406	-1.188	-1.234	-1.250	-0.440
90.6	-1.395	-1.175	-1.170	-1.200	-0.431
90.7	-1.379	-1.146	-1.091	-1.145	-0.417
90.8	-1.358	-1.102	-0.998	-1.085	-0.397
90.9	-1.332	-1.042	-0.893	-1.021	-0.371
91.0	-1.302	-0.967	-0.775	-0.954	-0.340
91.1	-1.267	-0.879	-0.647	-0.883	-0.305
91.2	-1.228	-0.778	-0.510	-0.809	-0.265
91.3	-1.185	-0.666	-0.366	-0.733	-0.223
91.4	-1.138	-0.545	-0.217	-0.656	-0.178
91.5	-1.088	-0.416	-0.066	-0.578	-0.131
91.6	-1.035	-0.281	0.086	-0.500	-0.084
91.7	-0.979	-0.142	0.236	-0.422	-0.036
91.8	-0.920	-0.001	0.382	-0.346	0.011
91.9	-0.860	0.139	0.523	-0.271	0.057
92.0	-0.798	0.277	0.655	-0.198	0.100
92.1	-0.734	0.411	0.778	-0.129	0.141
92.2	-0.669	0.538	0.888	-0.062	0.179
92.3	-0.603	0.658	0.986	0.001	0.212
92.4	-0.536	0.767	1.068	0.059	0.241
92.5	-0.469	0.865	1.134	0.114	0.265
92.6	-0.401	0.950	1.183	0.164	0.285
92.7	-0.333	1.022	1.214	0.209	0.298
92.8	-0.266	1.078	1.228	0.249	0.307
92.9	-0.199	1.119	1.223	0.285	0.311
93.0	-0.131	1.145	1.199	0.317	0.309
93.1	-0.065	1.154	1.159	0.344	0.302
93.2	0.001	1.147	1.101	0.367	0.291
93.3	0.067	1.126	1.028	0.386	0.276
93.4	0.132	1.089	0.940	0.402	0.258
93.5	0.196	1.039	0.839	0.415	0.236
93.6	0.260	0.976	0.728	0.425	0.212
93.7	0.323	0.902	0.607	0.434	0.187
93.8	0.386	0.819	0.479	0.442	0.161
93.9	0.448	0.728	0.347	0.449	0.135
94.0	0.509	0.631	0.212	0.456	0.110
94.1	0.570	0.530	0.077	0.463	0.087
94.2	0.630	0.427	-0.055	0.472	0.067
94.3	0.690	0.325	-0.182	0.482	0.050
94.4	0.749	0.225	-0.302	0.495	0.037
94.5	0.808	0.130	-0.413	0.510	0.028
94.6	0.866	0.041	-0.512	0.529	0.026
94.7	0.923	-0.039	-0.597	0.551	0.029
94.8	0.979	-0.109	-0.666	0.577	0.038
94.9	1.034	-0.167	-0.719	0.607	0.054
95.0	1.088	-0.212	-0.754	0.641	0.076
95.1	1.141	-0.242	-0.770	0.680	0.106
95.2	1.193	-0.257	-0.766	0.723	0.142
95.3	1.243	-0.256	-0.742	0.771	0.185
95.4	1.292	-0.239	-0.698	0.822	0.235
95.5	1.338	-0.205	-0.635	0.878	0.290
95.6	1.383	-0.155	-0.551	0.936	0.351
95.7	1.425	-0.088	-0.450	0.998	0.417
95.8	1.465	-0.006	-0.332	1.063	0.487
95.9	1.501	0.090	-0.198	1.129	0.560
96.0	1.535	0.199	-0.050	1.197	0.635
96.1	1.566	0.320	0.110	1.266	0.712
96.2	1.593	0.451	0.279	1.334	0.788
96.3	1.616	0.590	0.456	1.402	0.864
96.4	1.635	0.736	0.638	1.468	0.938
96.5	1.651	0.885	0.822	1.532	1.009
96.6	1.662	1.037	1.006	1.593	1.076
96.7	1.669	1.188	1.187	1.650	1.138
96.8	1.672	1.337	1.363	1.703	1.193
96.9	1.670	1.481	1.530	1.750	1.241
97.0	1.664	1.618	1.687	1.792	1.281
97.1	1.654	1.746	1.832	1.827	1.312
97.2	1.639	1.864	1.962	1.856	1.333
97.3	1.620	1.968	2.075	1.877	1.344
97.4	1.597	2.059	2.170	1.890	1.345
97.5	1.570	2.133	2.245	1.896	1.334
97.6	1.539	2.191	2.300	1.893	1.313
97.7	1.505	2.232	2.333	1.882	1.280
97.8	1.468	2.254	2.344	1.863	1.236
97.9	1.428	2.257	2.333	1.836	1.182
98.0	1.385	2.242	2.301	1.801	1.117
98.1	1.340	2.209	2.247	1.759	1.042
98.2	1.294	2.157	2.172	1.709	0.958
98.3	1.246	2.089	2.078	1.653	0.866
98.4	1.198	2.004	1.966	1.591	0.767
98.5	1.149	1.905	1.838	1.523	0.661
98.6	1.099	1.793	1.696	1.451	0.550
98.7	1.051	1.670	1.541	1.375	0.436
98.8	1.003	1.536	1.376	1.295	0.318
98.9	0.956	1.396	1.203	1.214	0.199
99.0	0.910	1.250	1.025	1.130	0.081
99.1	0.867	1.100	0.844	1.046	-0.037
99.2	0.826	0.950	0.663	0.962	-0.152
99.3	0.787	0.801	0.484	0.879	-0.263
99.4	0.752	0.655	0.311	0.798	-0.369
99.5	0.719	0.515	0.144	0.720	-0.468
99.6	0.689	0.382	-0.013	0.645	-0.560
99.7	0.663	0.259	-0.159	0.573	-0.644
99.8	0.641	0.146	-0.292	0.507	-0.718
99.9	0.622	0.046	-0.409	0.445	-0.782
